EVENT_TYPE,comment,EVENT_ID
RINGING,RNG,20896
CASH_PICK_UP,PIC-UP ON 31/1,27640
CASH_PICK_UP,PIC-UP,18615
NOT_CONTACTABLE,CM MOB NO  BUSY,25212
PROMISE_TO_PAY,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,25380
NOT_CONTACTABLE,CM MOB NO IS NOT REACHABLE,10250
RINGING,RNG.,17608
NOT_WILLING_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,21859
RINGING,RNG,19907
PAID,PAID ONE EMI ON 26-11-18 BY SHRUTI COLLECTION,11541
FOLLOW_UP,CALL BACK  CUSTOMER GOING TO VILLAGE,9809
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,4905
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,27012
PAID,PAID,18471
RINGING,RNG,27748
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,22400
NOT_CONTACTABLE,CM MOB NO ENGAGE,17286
PROMISE_TO_PAY,PROMISE TO PAY PAYMENT BY CASH ON 19 NOV 2018,8866
PROMISE_TO_PAY,PTP 28/1 BY ONLINE.,26932
NOT_CONTACTABLE,CM MOB NO IS NOT REACHABLE,21055
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 26/11,10499
PROMISE_TO_PAY,WILL PAY ON 26,17645
RINGING,RINGING,12881
RINGING,RNG,20858
PAID,13-SEP-18 CM MOB NO XXX-XXX-XXXX CM MAKE THE PAYMENT OF CHEQUE 2776 RS .,1165
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,17672
PROMISE_TO_PAY,PTP 26/11 BY ONLINE.,10771
NOT_CONTACTABLE,NOT IN SERVICE.,28495
RINGING,RNG,6382
PAID,LINK SENT,24879
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8157
RINGING,RINGING,3953
PROMISE_TO_PAY,PTP 29/11 AT RESY ADD AFTER 3.30PM,11865
PAID,PAID,25391
RINGING,"RNG. AND CB TO 	XXX-XXX-XXXX",26323
NOT_CONTACTABLE,RINGING,2449
PAID,PAID CASH,20264
NOT_CONTACTABLE,NC,18162
NOT_CONTACTABLE,NOT AVAILABLE BY REF. NO.,6263
NOT_WILLING_TO_PAY,REASSIGNED BY HARDIK KADAKIA,11612
RINGING,RNG,18058
RINGING,RNG,20691
PROMISE_TO_PAY,PTP 26/11 AT GOVANDI,10622
NOT_CONTACTABLE,MOBILE NO IS SWITCH OFF,11895
PROMISE_TO_PAY,CM WILL COME TO OFFICE ON 10/12,13748
PROMISE_TO_PAY,WILL PAY ON 15TH,14325
PROMISE_TO_PAY,PTP 24/1 AT BANK,25872
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,11619
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,7162
PAID,PAID ON 29-11-18,12210
CASH_PICK_UP,ARRANGE EXECUTIVE AT HIS RESI ADD ON 26/10,4731
NOT_CONTACTABLE,NOT IN SERVICE.,24008
RINGING,RNG,26014
PAID,PAID,4249
PROMISE_TO_PAY,19-OCT-18 CM SAID HE MAKE THE PAYMENT ON MONDAY,3321
PAID,REASSIGNED BY HARDIK KADAKIA,5130
NOT_CONTACTABLE,11-OCT -18 CM MOB NO IS WRONG NO,2460
PAID,CM GIVEN 1 EMI .,2084
CASH_PICK_UP,XXX-XXX-XXXX CM SD HE MK THE PAMT EXU COLL TOMM 2 EMI,15893
NOT_WILLING_TO_PAY,CM SAYS MY LOAN CLOSE.,10955
PROMISE_TO_PAY,PTP ON 31ST BY ONLINE.,19475
FOLLOW_UP,CALL BACK TO 2 PM TODAY,3564
PAID,REASSIGNED BY HARDIK KADAKIA,8067
PAID,7000/- PAID BY CASH & 204/-BY PAYTM - REF NO.XXX-XXX-XXXX50,20230
PAID,CM GIVEN 4000 CASH AND 1062 PAY BY ONLINE,22937
RINGING,RNG,14646
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,11006
CASH_PICK_UP,PIC-UP,16022
NOT_CONTACTABLE,CM NUMBER NOT CONNECT,29486
PAID,CM HAS MADE THE PYMT OF RS 1968 THROUGH AGENCY ON 15/10,2716
RINGING,VISIT ON 30/11,12284
CASH_PICK_UP,15-OCT-18 CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI .,2742
RINGING,RINGING,24219
PAID,CM GIVEN 1 EMI BY CASH,28466
NOT_CONTACTABLE,NC,22687
PAID,CM GIVEN 1 EMI,5591
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,18630
RINGING,RNG,26342
RINGING,CM MOB NO RINGING,26865
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,27472
PAID,PAID,20433
PAID,CM GIVEN 1 EMI BY CASH,11993
PROMISE_TO_PAY,WILL PAY ON 25TH,26071
PAID,CM HAS MADE THE PYMT OF RS 1587 BY ONLINE ON 9/11,6772
NOT_CONTACTABLE,MOBILE NO IS SWITCH OFF,4445
PROMISE_TO_PAY,PICK UP,16449
PAID,CM GIVEN 1 EMI BY CASH,20737
RINGING,RNG,16585
PAID,CM GIVEN 1 EMI BY CASH,5977
CASH_PICK_UP,15-OCT-18 CM SAID SEND THE EXECUTIVE AND COLL THE EMI,2714
NOT_CONTACTABLE,NC,16132
PAID,CM HAS MADE THE PYMT OF RS 2256 THROUGH OFFICE. ON 19/12,17002
RINGING,REASSIGNED BY HARDIK KADAKIA,18761
RINGING,RNG,16944
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,27015
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,3085
PAID,PAID,1710
PAID,CM GIVEN 1 EMI BY CASH,12189
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,21761
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,4183
PROMISE_TO_PAY,HER SON KUNTAL MEET AND THEY GIVE PTP 6TH DEC 18 2 EMI,13221
PROMISE_TO_PAY,PTP 6/12,12401
PROMISE_TO_PAY,WILL PAY 0N 22,17211
FOLLOW_UP,XXX-XXX-XXXX CM'S FRND WILL PASS THE MSG.,11949
RINGING,RNG,29500
PAID,PAID,14492
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,19384
PROMISE_TO_PAY,CL & PICKUP,7943
RINGING,RNG,9730
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,10628
RINGING,RNG.,7173
RINGING,RNG,23956
PAID,PAID,7100
PAID,PAID,8970
PAID,CM GIVEN 1 EMI,5672
PAID,CM HAS MADE THE PYMT OF RS 3591 THROUGH AGENCY ON 3/10,1800
PROMISE_TO_PAY,PTP 26/11 BY ONLINE.,10436
PAID,PAID,4580
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8098
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,14709
PAID,CM GIVEN 1 EMI BY CASH,27594
PROMISE_TO_PAY,RNG.,8487
PROMISE_TO_PAY,CM GIVEN 1 EMI,2868
NOT_CONTACTABLE,SWITCH OFF,18357
PAID,CM GIVEN 1 EMI BY CASH,28273
CASH_PICK_UP,PIC-UP 22/1,25160
PROMISE_TO_PAY,PTP,24866
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,11122
RINGING,RNG,26237
RINGING,RNG NEW NO,15450
NOT_CONTACTABLE,NC,26308
PAID,CM HAS MADE THE PYMT OF RS 3579 THROUGH AGENCY ON 5/11,6441
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI 27/12/2018..,18757
PROMISE_TO_PAY,PTP 5/12 BY ONLINE,12622
PAID,CM GIVEN 1 EMI BY CASH,10874
RINGING,RNG,29151
RINGING,RINGING.,26916
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,3195
RINGING,REASSIGNED BY HARDIK KADAKIA,15374
NOT_CONTACTABLE,NC,26538
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,27102
CASH_PICK_UP,PIC-UP,27753
PAID,PAID,13018
PAID,PAID & 1-ADV,2567
FOLLOW_UP,CM SAID CALL BACK AFTER SOME TIME,21029
CASH_PICK_UP,ARRANGE EXECUTIVE AT RSI ADD ON31/01,27361
PROMISE_TO_PAY,PTP 12/12 BY ONLINE.,13904
PAID,PAYMENT LINK SENDED,14188
RINGING,UNASSIGNED AGENCY,10380
RINGING,RNG.,6346
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,13037
FOLLOW_UP,CM SAID CALL BACK AFTER SOME TIME,14453
CASH_PICK_UP,PIC-UP ON 21/1,24854
CASH_PICK_UP,CM SAID TODAY MAKE EMI,28437
PAID,CM GIVEN 1 EMI,1993
FOLLOW_UP,CALL ON CM REF NO XXX-XXX-XXXX  HE SAID HE CONFIRM THE CUTS PAYMENT STATUS,11165
RINGING,RNG.,15968
FOLLOW_UP,CM WILL TRY TO ARRANGE MONEY TILL 26/11,10663
PROMISE_TO_PAY,PTP ON 31-01-19,27603
CASH_PICK_UP,VISIT FOR BIKE REPOSSESSION. ON 7/1/2019,20910
NOT_CONTACTABLE,GIVEN TO REPO,4814
NOT_CONTACTABLE,SWITCH OFF.,24664
NOT_CONTACTABLE,NC,17143
NOT_CONTACTABLE,NC,6306
RINGING,RNG,25931
PROMISE_TO_PAY,PTP,27266
PROMISE_TO_PAY,PROMISE TO PAY PAYMENT BY 19 NOV 2018,9337
PAID,PAID,13004
PAID,CM HAS MADE THE PYMT OF RS 2746 THROUGH AGENCY ON 4/12,12859
PAID,PAID,5624
PAID,CM GIVEN 1 EMI BY CASH,12191
PROMISE_TO_PAY,CM HAD PAID TO MR VIPUL PENDING WILL CLEAR TOMORROW,24442
PROMISE_TO_PAY,PTP 27/11 BY ONLINE.,11526
CASH_PICK_UP,PIC-UP,13876
PAID,CM HAS MADE THE PYMT OF RS 3482 THROUGH AGENCY ON 21/01,25516
PROMISE_TO_PAY,PROMISE TO PAY ON 24 OCT 2018,3931
PAID,CM GIVEN 1 EMI BY CASH,11394
PROMISE_TO_PAY,PROMISE TO PAY ON 25 OCT 2018,4574
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,17676
FOLLOW_UP,CALLBACK,5564
PROMISE_TO_PAY,CM MAKE SAID HE MAKE THE PAYMENT ON 25-NOV,9837
PAID,PAID,17097
PAID,PAID,13121
RINGING,REASSIGNED BY HARDIK KADAKIA,8228
FOLLOW_UP,CALL BACK ON 2PM,15203
PAID,PAID,27813
NOT_CONTACTABLE,CM MOB NO  NOT REACHABLE,2447
RINGING,RNG.,17868
PROMISE_TO_PAY,READY TO PAY ON 17TH,2713
RINGING,REASSIGNED BY HARDIK KADAKIA,7536
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,22211
PROMISE_TO_PAY,WILL PAY ONLINE TODAY,12606
RINGING,VISITED AT CM RESI ADD BUT CM IS SHIFTED FOR RASI ADD.,24926
PAID,CM GIVEN 1 EMI BY CASH,16534
RINGING,RNG,6751
PROMISE_TO_PAY,CM WILL DO PYMT BY CASH DEPOSIT TO BANK ON 03/01,20305
PROMISE_TO_PAY,XXX-XXX-XXXX CM SD HE MK THE PAMT 4 EMI EXU COLL TOMM 15/12/,15585
RINGING,RNG.,19468
PAID,2 - EMI PAID - 07-SEP & 24-SEP,1402
PAID,PAID,1344
PROMISE_TO_PAY,PTP 23/11 BY ONLINE.,10696
RINGING,CUSTOMER NUM IS NOT CONNECTED AND THIS CASE IS OUTSTATION NOT VISIT TO CM VISIT..,18958
FOLLOW_UP,SHAFIQ SAID CBK AFTER 2 PM 26/10,5100
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,21883
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,11657
PAID,CM HAS MADE THE PYMT OF RS 1502 THROUGH AGENCY ON 21/01,25517
PROMISE_TO_PAY,PTP NEXT MONTH ON 15/12,10666
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,18026
CASH_PICK_UP,CM SAID HE RELISED PAYMENT TODAY,27341
CASH_PICK_UP,PIC - UP.,4739
PAID,PAID,5087
RINGING,RNG,6308
PROMISE_TO_PAY,PTP 27/11 BY ONLINE.,11513
PROMISE_TO_PAY,CM IS MAKING PYMT BY ONLINE TILL 7 PM ON 5/11,6573
PAID,PAID,17092
NOT_CONTACTABLE,OUT OFF,9174
CASH_PICK_UP,PIC-UP ON 24/1,25795
RINGING,RNG,25217
PAID,CM HAS MADE THE PYMT OF RS 4743 THROUGH AGENCY ON 28/01,26954
PROMISE_TO_PAY,PTP,26988
PAID,CM HAS MADE THE PYMT OF RS 3102 THROUGH ONLINE ON 17/01,24436
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,14394
RINGING,RNG,24288
CASH_PICK_UP,PIC-UP 21/1,24512
NOT_CONTACTABLE,MOBILE NO IS INCORRECT,17128
PROMISE_TO_PAY,CM SAYS LOAN CLOSE.,8494
RINGING,XXX-XXX-XXXX  RNG,26201
NOT_CONTACTABLE,CUSTOMER NO. SWITCH OFF,10619
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,4335
NOT_CONTACTABLE,"SWITCH OFF VARSHA RUPAIKAR	XXX-XXX-XXXX",16907
FOLLOW_UP,UNASSIGNED AGENCY,18590
PAID,PAID,1382
PROMISE_TO_PAY,CM WILL GIVE BIKE ON 27/10,5069
CASH_PICK_UP,PIC-UP,27434
PAID,PAID,3535
PROMISE_TO_PAY,ASSIGNED TO AGENCY SHRUTI COLLECTION,11088
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,19107
PAID,CM HAS MADE THE PYMT OF RS 5983 THROUGH AGENCY ON 28/12,19459
NOT_CONTACTABLE,NC,2693
NOT_CONTACTABLE,CM MOB NO IS SWITCH OFF,9925
NOT_CONTACTABLE,OUT OFF SERVICE.,23713
RINGING,RINGING.,23375
PROMISE_TO_PAY,PTP,27423
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 26 DEC 2018,17893
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,11134
RINGING,RNG.,6182
CASH_PICK_UP,ARRANGE EXECUTIVE AT GOVANDI ON 22/01,25407
PAID,CM HAS MADE THE PYMT OF RS 1955 THROUGH AGENCY ON 1/12,12409
NOT_CONTACTABLE,SWITCH OFF.,5849
NOT_CONTACTABLE,SWITCH OFF.,22267
PROMISE_TO_PAY,PROMISE TO PAY ON 30 OCT 2018,5506
CASH_PICK_UP,PIC-UP ON 25/1,26198
PAID,CM HAS MADE THE PYMT OF RS 2000 THROUGH ONLINE ON 11/12,14471
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,21453
NOT_CONTACTABLE,SWT,18414
RINGING,RNG,19176
RINGING,RNG,27496
PAID,CM HAS MADE THE PYMT OF RS 2550 THROUGH AGENCY ON 15/11,8756
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,18098
NOT_CONTACTABLE,SWT,6548
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,2743
PAID,PAID CASH,6498
RINGING,RNG,21241
PAID,CM HAS MADE THE PYMT OF RS 13142 THROUGH AGENCY ON 17/12,16551
RINGING,CM NOT RECEIVING CALL,29484
CASH_PICK_UP,REASSIGNED BY HARDIK KADAKIA,5143
RINGING,RNG,27278
PROMISE_TO_PAY,WILL PAY ON 7TH,20826
CASH_PICK_UP,PIC-UP.,6626
RINGING,RNG,28846
PROMISE_TO_PAY,WILL PAY ON 4TH,28462
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 19/12,16444
CASH_PICK_UP,PIC-UP ON 20/18,16412
RINGING,RINGING.,23358
RINGING,RNG,29077
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8139
PAID,CM GIVEN 1 EMI BY CASH,11852
PROMISE_TO_PAY,WILL PAY ON 10TH,28824
RINGING,CM MOB NO RINGING,2951
NOT_CONTACTABLE,NC,24267
RINGING,RNG,7293
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,21480
PAID,CM HAS MADE THE PYMT OF RS 3393 THROUGH ONLINE ON 16/01,24139
NOT_WILLING_TO_PAY,REASSIGNED BY HARDIK KADAKIA,5631
RINGING,RNG.,4225
NOT_CONTACTABLE,"VISITED ATB CM RESY ADD FOR PAYMENT COLLECT, BUT CM IS NOT AVAILABLE .EXU MEET TO FAMILY MEMBER ,SHE SAID CM ARE FROUD .",15304
PAID,CM HAS MADE THE PYMT OF RS 1698 THROUGH AGENCY ON 4/12,12856
PROMISE_TO_PAY,PTP ON 29-11-18 COMMITTED BY VIRAL HE WILL PICK THE PAYMENT,11270
RINGING,CUSTOMER CALL NOT RECEIVE..,6274
NOT_WILLING_TO_PAY,CM IS NOT READY TO PAY DUE TO BIKE WAS STOLEN.,3333
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 21 DEC 2018,17373
PROMISE_TO_PAY,CM WILL DO PYMT AFTER GETTING HIS SALARY ..SO CBK ON 19/01,24335
PAID,ASSIGNED TO AGENCY AG ENTERPRISES,22411
RINGING,RNG,23247
PAID,CM HAS MADE THE PYMT OF RS 3664 THROUGH AGENCY ON 11/01,22816
PROMISE_TO_PAY,PTP ON 10-01-19,20409
PROMISE_TO_PAY,CUSTOMER PAY TO 4 EMI IN 24/12/2018..,18010
NOT_CONTACTABLE,NC,26316
RINGING,RNG,23069
RINGING,RNG,27009
PAID,CM HAS MADE THE PYMT OF RS 2746 THROUGH AGENCY ON 05/01,20882
RINGING,RNG,28516
PAID,PAID,17153
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,5153
PROMISE_TO_PAY,WILL PAY ON 19TH,14297
NOT_CONTACTABLE,NC,6427
PAID,PAID,15183
PAID,TODAY,28471
NOT_CONTACTABLE,SWITCH OFF.,7316
RINGING,XXX-XXX-XXXX  RNG,27033
PROMISE_TO_PAY,PTP 29/10 AT RESY ADD.,5358
NOT_CONTACTABLE,NC,22438
PROMISE_TO_PAY,PROMISE TO PAY ON 30 OCT 2018,5424
PROMISE_TO_PAY,PTP TODAY,5681
PROMISE_TO_PAY,PROMISE  TO PAY ON 03 NOV 2018,5400
RINGING,XXX-XXX-XXXX  RNG,23183
PAID,PAID,20429
RINGING,RNG.,9767
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,21269
RINGING,RNG.,13615
PAID,CM HAS DONE THE PYMT OF RS 4370  BY ONLINE ON 25/09,1295
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI 19/11/2018..,9294
NOT_CONTACTABLE,CUSTOMER NO IS WRONG NO..,9056
CASH_PICK_UP,PIC-UP ON 11/1,22503
CASH_PICK_UP,PAID  BY CASH ON 13 NOV 2018,7062
FOLLOW_UP,CM WILL NOT ABLE TO MAKE PYMT..HE WILL TALK WITH DEALER N GET CALL ON CONFERANCE..22/11,10344
PROMISE_TO_PAY,WILL PAY ON 26,17757
PAID,CM MAKE THE PAYMENT BY ONLINE,6138
RINGING,RNG,22996
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,10734
PROMISE_TO_PAY,PTP 10/12 BY ONLINE.,13881
RINGING,RNG,26431
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8159
PROMISE_TO_PAY,PTP 12/10,4292
NOT_CONTACTABLE,SWT,21469
RINGING,NOT RECEIVING THE CALL TOO MANY TIMES CALL TO CUSTOMER,3353
PROMISE_TO_PAY,PTP 24/11 BY ONLINE.,10855
RINGING,RNG.,18263
CASH_PICK_UP,PIC-UP,8698
NOT_CONTACTABLE,SWT,14662
NOT_CONTACTABLE,18-SEP-18 CM MOB NO XXX-XXX-XXXX IS RINGING .,1081
RINGING,RINGING.,26920
CASH_PICK_UP,REASSIGNED BY HARDIK KADAKIA,5154
RINGING,REASSIGNED BY HARDIK KADAKIA,8046
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,21865
RINGING,CM MOB NO RINGING,24438
RINGING,CM MOB NO RINGING,6091
CASH_PICK_UP,ARRANGE EXECUTIVE ON 14/12 (CONFIRM THE ADD),15238
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,14128
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 26 NOV 2018,10918
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,11780
PAID,CASH DIPOSITED,28353
RINGING,RINGING,25955
RINGING,RNG,24562
NOT_CONTACTABLE,XXX-XXX-XXXX REFF (KAILASH PANDAV) NC,16148
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT,23968
NOT_CONTACTABLE,NC,12111
PAID,CM HAS MADE THE PYMT OF RS 6312 THROUGH AGENCY ON 15/01,23599
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT TOM,13466
PAID,PAID,3533
RINGING,XXX-XXX-XXXX  RNG,24745
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,16220
RINGING,RNG,17327
NOT_WILLING_TO_PAY,"VISITED AT NEW ADD(VASHI) , BUT CM IS NOT AVAILABLE AND VEHICLE TRACE BUT VEHICLE IS NOT AVAILABLE.",18633
FOLLOW_UP,CM SAID CALL BACK,28649
RINGING,RNG.,9551
RINGING,RNG,21104
RINGING,CM NOT RECIEVED CALL,29476
NOT_CONTACTABLE,SWO.,6212
RINGING,RNG,23325
PROMISE_TO_PAY,PTP 26/11 AT RESY ADD.,10334
RINGING,RNG,26680
PROMISE_TO_PAY,PTP ON 27-11-2018,10964
RINGING,RNG,27866
PAID,CM GIVEN 1 EMI BY CASH,6028
PROMISE_TO_PAY,PTP 17/12 BY ONLINE.,16117
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,22096
PAID,PAID BY CASH,19303
PAID,PAID,28528
CASH_PICK_UP,CM TODAY CLEAR PAYMENT,27481
CASH_PICK_UP,PIC-UP,10927
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT 15-JAN,22077
NOT_CONTACTABLE,NC,10871
PROMISE_TO_PAY,CM SAID HE MADE BY PAYMENT 20-OCT-18,2760
PAID,PAID,6080
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,3102
PROMISE_TO_PAY,CM 7 FEB 2 EMI PAY,28269
PROMISE_TO_PAY,PTP 6/11 BY ONLINE.,6508
RINGING,RNG.,12517
PAID,CM GIVEN 1 EMI,3283
PROMISE_TO_PAY,RNG FOR MANOJ.,13890
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,6571
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,7942
RINGING,NOT RECEIVED CALL,9321
PAID,PAID,21189
PROMISE_TO_PAY,PTP 25/1 BY ONLINE PAYMENT.,25802
RINGING,CM MOB NO RINGING,25141
RINGING,RINGING.,4537
RINGING,RNG,26300
PAID,CM PAY ONLINE 1 EMI,5914
PROMISE_TO_PAY,PTP 29/10 AT RESY ADD.,4859
FOLLOW_UP,CALL TO REF XXX-XXX-XXXX ( BRO ) CALL BACK ON 09-01-19,21266
RINGING,RNG.,12609
PROMISE_TO_PAY,WILL PAY  ON 17TH,2613
FOLLOW_UP,CUSTOMER OUT OF STATION / SENDED ONLINE DETAILS HE WILL TRANSFER  THE AMOUNT .,12598
RINGING,RNG.,18500
PAID,PAID BY CASH,19862
PAID,PAID,6663
PAID,CM  GIVEN 1 EMI BY CASH,28570
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,22333
CASH_PICK_UP,PIC-UP,5303
PROMISE_TO_PAY,PTP 5/1,26617
RINGING,RINGING,4776
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,4603
PROMISE_TO_PAY,PTP ON 18/12 BY ONLINE.,16428
RINGING,RNG,22298
RINGING,RNG,29062
RINGING,RNG,24003
PROMISE_TO_PAY,PTP ON 6/11,6240
RINGING,RNG.,25173
RINGING,RNG.,19662
PAID,ALL EMI ARE CLEAR,3548
NOT_WILLING_TO_PAY,UNASSIGNED AGENCY,15207
PAID,CM GIVEN 1 EMI BY CASH,17700
CASH_PICK_UP,PIC-UP,13691
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 22 NOV 2018,10232
PROMISE_TO_PAY,CM 4PM,9181
PAID,REASSIGNED BY HARDIK KADAKIA,8040
RINGING,RNG,2751
PROMISE_TO_PAY,PTP 29/11 BY ONLINE.,11948
RINGING,THIS NO IS RINGING.,24314
PROMISE_TO_PAY,PTP 10/12  AT RESY ADD.,13511
PAID,CM HAS MADE THE PYMT OF RS 1502 THROUGH AGENCY ON 28/11,11749
RINGING,RNG.,10427
RINGING,RNG.,12447
PAID,PAID,18723
PROMISE_TO_PAY,WILL PAY ON 27TH,17266
NOT_WILLING_TO_PAY,CUSTOMER LOAN  WAS DISPUTE FROM KANAN,29387
NOT_CONTACTABLE,NC,20928
RINGING,RNG,28578
PAID,CM HAS MADE THE PYMT OF RS 2032 THROUGH AGENCY ON 22/01,25512
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 2 NOV 2018,6163
PAID,"11/20/2018	MMT/IMPS/XXX-XXX-XXXX73/AZAZSHAIKH/AZAZASHAIK/BANK O",10388
RINGING,RINGING.,27881
PAID,CM SAID HE MAKE THE PAYMENT TODAY,21834
RINGING,RNG,19317
RINGING,RNG,20681
RINGING,RNG,16808
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,21741
RINGING,RNG.,22131
PROMISE_TO_PAY,CUSTOMER GONE OUT OF STATION & PTP ON 15-11-18,6806
NOT_CONTACTABLE,NC.,17290
NOT_CONTACTABLE,MOBILE NO IS SWITCH OF & OUT OF COVERAGE AREA,9808
PAID,PAID,11197
RINGING,"RNG 	XXX-XXX-XXXX",28769
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,20193
PAID,CM MAKE THE ONLINE PAYMENT,9791
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,19600
FOLLOW_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,21882
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,17722
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 21 DEC 2018,17012
RINGING,RNG.,4553
NOT_CONTACTABLE,NC,19199
RINGING,RNG,22482
PAID,CM HAS MADE THE PYMT OF RS 3111 THROUGH AGENCY ON 24/12 (RECEIPT DATE IS 22/12),18067
PAID,CM HAS MADE THE PYMT OF RS 3919 THROUGH AGENCY ON 11/01,22776
RINGING,RNG,16918
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,22726
PAID,CM GIVEN 1 EMI BY CASH,27599
RINGING,RNG.,15298
RINGING,CONTINUE CALL CUT.,16009
RINGING,RNG,3766
PAID,CM MAKE THE PAYMENT BY ONLINE,13065
FOLLOW_UP,CB,9486
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8268
PAID,CM HAS MADE THE PYMT OF RS 1957 THROUGH AGENCY ON 18/01,24622
NOT_CONTACTABLE,SWITCH OFF,20863
CASH_PICK_UP,PIC-UP,12813
PAID,CM HAS MADE THE PYMT OF D 5170 THROUGH ONLINE ON 16/01,23864
RINGING,RNG,5618
RINGING,XXX-XXX-XXXX  RNG,26827
CASH_PICK_UP,PIC-UP,18015
PROMISE_TO_PAY,PTP ON 29/10/18,5027
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 3 NOV 2018,6324
PAID,CASH DEPOSITED,16911
CASH_PICK_UP,REASSIGNED BY HARDIK KADAKIA,7067
PAID,CM HAS MADE THE PYMT OF RS 3173 THROUGH AGENCY ON 31/01,27794
